ProductName,FotoName,FotoCode,Quantity,Price,RetailPrice
Р-5424,СкандиУзор синий,000003102,"9,00","1200,00","2000,00"
Р-5424,Тигр рыжий,000003105,"6,00","1200,00","2000,00"
Р-5424,Тигр серый,000003106,"3,00","1200,00","2000,00"
Р-5424,Фудсики,000003104,"6,00","1200,00","2000,00"
Р-5424,Жирафики,000003088,"9,00","1200,00","2000,00"
Р-5424,Зайки персиковый,000003090,0,"1200,00","2000,00"
Р-5424,Зайки голубой,000003089,"9,00","1200,00","2000,00"
Р-5424,Овечки розовый,000003099,"10,00","1200,00","2000,00"
Р-5424,Кактусы,000003433,"1,00","1200,00","2000,00"
Р-5424,ФастФуд,000003583,"3,00","1200,00","2000,00"
Р-5424,Коты бирюзовые,100003501,"8,00","1200,00","2000,00"
Р-5424,СовыЛес зеленый,100003503,"4,00","1200,00","2000,00"
Р-5424,Коты синие,100003502,"10,00","1200,00","2000,00"
Р-5424,СовыЛес серый,100003504,"3,00","1200,00","2000,00"
Р-5434,СкандиЗигЗаг бордо,000003204,"10,00","1560,00","2380,00"
